SapaLogicColor,TechDesignColor,SurfaceTreatmentGroup,OutputText,RGB,DescriptionSE,DescriptionNO,DescriptionDK,DescriptionFI,DescriptionEN,DescriptionPL
5030R70B - GL30,N5030.340Z,NC_1,5030R70B_GL30,N|97|77|135,NCS S 5030-R70B Glans 30,NCS S 5030-R70B Glans 30,NCS S 5030-R70B Glans 30,NCS S 5030-R70B Kiiltoaste 30,NCS S 5030-R70B Gloss 30,NCS S 5030-R70B Polysk 30
5030R60B - GL80,N5030.8402,NC_1,5030R60B_GL80,N|116|76|135,NCS S 5030-R60B Glans 80,NCS S 5030-R60B Glans 80,NCS S 5030-R60B Glans 80,NCS S 5030-R60B Kiiltoaste 80,NCS S 5030-R60B Gloss 80,NCS S 5030-R60B Polysk 80
5030B50G - GL80,N5030.8407,NC_1,5030B50G_GL80,N|81|135|133,NCS S 5030-B50G Glans 80,NCS S 5030-B50G Glans 80,NCS S 5030-B50G Glans 80,NCS S 5030-B50G Kiiltoaste 80,NCS S 5030-B50G Gloss 80,NCS S 5030-B50G Polysk 80
5030B - GL80,N5030.840B,NC_1,5030B_GL80,N|75|112|135,NCS S 5030-B Glans 80,NCS S 5030-B Glans 80,NCS S 5030-B Glans 80,NCS S 5030-B Kiiltoaste 80,NCS S 5030-B Gloss 80,NCS S 5030-B Polysk 80
5030Y80R - GL80,N5030.840C,NC_1,5030Y80R_GL80,N|135|76|64,NCS S 5030-Y80R Glans 80,NCS S 5030-Y80R Glans 80,NCS S 5030-Y80R Glans 80,NCS S 5030-Y80R Kiiltoaste 80,NCS S 5030-Y80R Gloss 80,NCS S 5030-Y80R Polysk 80
5030Y70R - GL80,N5030.840E,NC_1,5030Y70R_GL80,N|135|84|66,NCS S 5030-Y70R Glans 80,NCS S 5030-Y70R Glans 80,NCS S 5030-Y70R Glans 80,NCS S 5030-Y70R Kiiltoaste 80,NCS S 5030-Y70R Gloss 80,NCS S 5030-Y70R Polysk 80
5030Y90R - GL80,N5030.840F,NC_1,5030Y90R_GL80,N|135|69|64,NCS S 5030-Y90R Glans 80,NCS S 5030-Y90R Glans 80,NCS S 5030-Y90R Glans 80,NCS S 5030-Y90R Kiiltoaste 80,NCS S 5030-Y90R Gloss 80,NCS S 5030-Y90R Polysk 80
5030G30Y - GL80,N5030.840H,NC_1,5030G30Y_GL80,N|108|135|79,NCS S 5030-G30Y Glans 80,NCS S 5030-G30Y Glans 80,NCS S 5030-G30Y Glans 80,NCS S 5030-G30Y Kiiltoaste 80,NCS S 5030-G30Y Gloss 80,NCS S 5030-G30Y Polysk 80
5030R80B - GL80,N5030.840I,NC_1,5030R80B_GL80,N|64|77|135,NCS S 5030-R80B Glans 80,NCS S 5030-R80B Glans 80,NCS S 5030-R80B Glans 80,NCS S 5030-R80B Kiiltoaste 80,NCS S 5030-R80B Gloss 80,NCS S 5030-R80B Polysk 80
5030Y40R - GL80,N5030.840J,NC_1,5030Y40R_GL80,N|135|104|73,NCS S 5030-Y40R Glans 80,NCS S 5030-Y40R Glans 80,NCS S 5030-Y40R Glans 80,NCS S 5030-Y40R Kiiltoaste 80,NCS S 5030-Y40R Gloss 80,NCS S 5030-Y40R Polysk 80
5030G70Y - GL80,N5030.840K,NC_1,5030G70Y_GL80,N|132|135|81,NCS S 5030-G70Y Glans 80,NCS S 5030-G70Y Glans 80,NCS S 5030-G70Y Glans 80,NCS S 5030-G70Y Kiiltoaste 80,NCS S 5030-G70Y Gloss 80,NCS S 5030-G70Y Polysk 80
5030Y30R - GL80,N5030.840L,NC_1,5030Y30R_GL80,N|135|110|74,NCS S 5030-Y30R Glans 80,NCS S 5030-Y30R Glans 80,NCS S 5030-Y30R Glans 80,NCS S 5030-Y30R Kiiltoaste 80,NCS S 5030-Y30R Gloss 80,NCS S 5030-Y30R Polysk 80
5030R90B - GL80,N5030.840M,NC_1,5030R90B_GL80,N|68|90|135,NCS S 5030-R90B Glans 80,NCS S 5030-R90B Glans 80,NCS S 5030-R90B Glans 80,NCS S 5030-R90B Kiiltoaste 80,NCS S 5030-R90B Gloss 80,NCS S 5030-R90B Polysk 80
5030B10G - GL80,N5030.840O,NC_1,5030B10G_GL80,N|77|120|135,NCS S 5030-B10G Glans 80,NCS S 5030-B10G Glans 80,NCS S 5030-B10G Glans 80,NCS S 5030-B10G Kiiltoaste 80,NCS S 5030-B10G Gloss 80,NCS S 5030-B10G Polysk 80
5030Y10R - GL80,N5030.840P,NC_1,5030Y10R_GL80,N|135|121|78,NCS S 5030-Y10R Glans 80,NCS S 5030-Y10R Glans 80,NCS S 5030-Y10R Glans 80,NCS S 5030-Y10R Kiiltoaste 80,NCS S 5030-Y10R Gloss 80,NCS S 5030-Y10R Polysk 80
5030G10Y - GL80,N5030.840Q,NC_1,5030G10Y_GL80,N|86|135|89,NCS S 5030-G10Y Glans 80,NCS S 5030-G10Y Glans 80,NCS S 5030-G10Y Glans 80,NCS S 5030-G10Y Kiiltoaste 80,NCS S 5030-G10Y Gloss 80,NCS S 5030-G10Y Polysk 80
Doesn't exist,N5030.840T,NC_1,5030-G20Y_GL80,N|83|111|69,NCS S 5030-G20Y Glans 80,NCS S 5030-G20Y Glans 80,NCS S 5030-G20Y Glans 80,NCS S 5030-G20Y Kiiltoaste 80,NCS S 5030-G20Y Gloss 80,NCS S 5030-G20Y Polysk 80
5030G50Y - GL80,N5030.840U,NC_1,5030G50Y_GL80,N|121|135|78,NCS S 5030-G50Y Glans 80,NCS S 5030-G50Y Glans 80,NCS S 5030-G50Y Glans 80,NCS S 5030-G50Y Kiiltoaste 80,NCS S 5030-G50Y Gloss 80,NCS S 5030-G50Y Polysk 80
5030Y60R - GL80,N5030.840W,NC_1,5030Y60R_GL80,N|140|83|58,NCS S 5030-Y60R Glans 80,NCS S 5030-Y60R Glans 80,NCS S 5030-Y60R Glans 80,NCS S 5030-Y60R Kiiltoaste 80,NCS S 5030-Y60R Gloss 80,NCS S 5030-Y60R Polysk 80
5030Y - GL80,N5030.840Y,NC_1,5030Y_GL80,N|135|126|79,NCS S 5030-Y Glans 80,NCS S 5030-Y Glans 80,NCS S 5030-Y Glans 80,NCS S 5030-Y Kiiltoaste 80,NCS S 5030-Y Gloss 80,NCS S 5030-Y Polysk 80
5030R70B - GL80,N5030.840Z,NC_1,5030R70B_GL80,N|97|77|135,NCS S 5030-R70B Glans 80,NCS S 5030-R70B Glans 80,NCS S 5030-R70B Glans 80,NCS S 5030-R70B Kiiltoaste 80,NCS S 5030-R70B Gloss 80,NCS S 5030-R70B Polysk 80
5038Y83R - GL30,N5038.340I,NC_1,5038Y83R_GL30,N|135|64|52,NCS S 5038-Y83R Glans 30 (SM8812),NCS S 5038-Y83R Glans 30 (SM8812),NCS S 5038-Y83R Glans 30 (SM8812),NCS S 5038-Y83R Kiiltoaste 30 (SM8812),NCS S 5038-Y83R Gloss 30 (SM8812),NCS S 5038-Y83R Polysk 30 (SM8812)
5040B30G - GL30,N5040.3400,NC_1,5040B30G_GL30,N|66|128|135,NCS S 5040-B30G Glans 30,NCS S 5040-B30G Glans 30,NCS S 5040-B30G Glans 30,NCS S 5040-B30G Kiiltoaste 30,NCS S 5040-B30G Gloss 30,NCS S 5040-B30G Polysk 30
5040R60B - GL30,N5040.3402,NC_1,5040R60B_GL30,N|111|61|135,NCS S 5040-R60B Glans 30,NCS S 5040-R60B Glans 30,NCS S 5040-R60B Glans 30,NCS S 5040-R60B Kiiltoaste 30,NCS S 5040-R60B Gloss 30,NCS S 5040-R60B Polysk 30
5040Y80R - GL30,N5040.340C,NC_1,5040Y80R_GL30,N|135|64|50,NCS S 5040-Y80R Glans 30,NCS S 5040-Y80R Glans 30,NCS S 5040-Y80R Glans 30,NCS S 5040-Y80R Kiiltoaste 30,NCS S 5040-Y80R Gloss 30,NCS S 5040-Y80R Polysk 30
5040Y70R - GL30,N5040.340E,NC_1,5040Y70R_GL30,N|135|73|52,NCS S 5040-Y70R Glans 30,NCS S 5040-Y70R Glans 30,NCS S 5040-Y70R Glans 30,NCS S 5040-Y70R Kiiltoaste 30,NCS S 5040-Y70R Gloss 30,NCS S 5040-Y70R Polysk 30
5040Y90R - GL30,N5040.340F,NC_1,5040Y90R_GL30,N|135|56|50,NCS S 5040-Y90R Glans 30,NCS S 5040-Y90R Glans 30,NCS S 5040-Y90R Glans 30,NCS S 5040-Y90R Kiiltoaste 30,NCS S 5040-Y90R Gloss 30,NCS S 5040-Y90R Polysk 30
5040Y30R - GL30,N5040.340L,NC_1,5040Y30R_GL30,N|135|104|60,NCS S 5040-Y30R Glans 30,NCS S 5040-Y30R Glans 30,NCS S 5040-Y30R Glans 30,NCS S 5040-Y30R Kiiltoaste 30,NCS S 5040-Y30R Gloss 30,NCS S 5040-Y30R Polysk 30
5040R90B - GL30,N5040.340M,NC_1,5040R90B_GL30,N|54|80|135,NCS S 5040-R90B Glans 30,NCS S 5040-R90B Glans 30,NCS S 5040-R90B Glans 30,NCS S 5040-R90B Kiiltoaste 30,NCS S 5040-R90B Gloss 30,NCS S 5040-R90B Polysk 30
5040R - GL30,N5040.340R,NC_1,5040R_GL30,N|135|47|52,NCS S 5040-R Glans 30,NCS S 5040-R Glans 30,NCS S 5040-R Glans 30,NCS S 5040-R Kiiltoaste 30,NCS S 5040-R Gloss 30,NCS S 5040-R Polysk 30
5040G20Y - GL30,N5040.340T,NC_1,5040G20Y_GL30,N|89|135|71,NCS S 5040-G20Y Glans 30,NCS S 5040-G20Y Glans 30,NCS S 5040-G20Y Glans 30,NCS S 5040-G20Y Kiiltoaste 30,NCS S 5040-G20Y Gloss 30,NCS S 5040-G20Y Polysk 30
5040Y60R - GL30,N5040.340W,NC_1,5040Y60R_GL30,N|135|81|54,NCS S 5040-Y60R Glans 30,NCS S 5040-Y60R Glans 30,NCS S 5040-Y60R Glans 30,NCS S 5040-Y60R Kiiltoaste 30,NCS S 5040-Y60R Gloss 30,NCS S 5040-Y60R Polysk 30
5040R70B - GL30,N5040.340Z,NC_1,5040R70B_GL30,N|88|64|135,NCS S 5040-R70B Glans 30,NCS S 5040-R70B Glans 30,NCS S 5040-R70B Glans 30,NCS S 5040-R70B Kiiltoaste 30,NCS S 5040-R70B Gloss 30,NCS S 5040-R70B Polysk 30
5040B30G - GL80,N5040.8400,NC_1,5040B30G_GL80,N|66|128|135,NCS S 5040-B30G Glans 80,NCS S 5040-B30G Glans 80,NCS S 5040-B30G Glans 80,NCS S 5040-B30G Kiiltoaste 80,NCS S 5040-B30G Gloss 80,NCS S 5040-B30G Polysk 80
5040R60B - GL80,N5040.8402,NC_1,5040R60B_GL80,N|111|61|135,NCS S 5040-R60B Glans 80,NCS S 5040-R60B Glans 80,NCS S 5040-R60B Glans 80,NCS S 5040-R60B Kiiltoaste 80,NCS S 5040-R60B Gloss 80,NCS S 5040-R60B Polysk 80
5040R50B - GL80,N5040.8409,NC_1,5040R50B_GL80,N|135|64|121,NCS S 5040-R50B Glans 80,NCS S 5040-R50B Glans 80,NCS S 5040-R50B Glans 80,NCS S 5040-R50B Kiiltoaste 80,NCS S 5040-R50B Gloss 80,NCS S 5040-R50B Polysk 80
5040B - GL80,N5040.840B,NC_1,5040B_GL80,N|0|81|113,NCS S 5040-B Glans 80,NCS S 5040-B Glans 80,NCS S 5040-B Glans 80,NCS S 5040-B Kiiltoaste 80,NCS S 5040-B Gloss 80,NCS S 5040-B Polysk 80
5040Y80R - GL80,N5040.840C,MT_1,5040Y80R_GL80,N|135|64|50,NCS S 5040-Y80R Glans 80,NCS S 5040-Y80R Glans 80,NCS S 5040-Y80R Glans 80,NCS S 5040-Y80R Kiiltoaste 80,NCS S 5040-Y80R Gloss 80,NCS S 5040-Y80R Polysk 80
5040Y50R - GL80,N5040.840D,NC_1,5040Y50R_GL80,N|135|89|56,NCS S 5040-Y50R Glans 80,NCS S 5040-Y50R Glans 80,NCS S 5040-Y50R Glans 80,NCS S 5040-Y50R Kiiltoaste 80,NCS S 5040-Y50R Gloss 80,NCS S 5040-Y50R Polysk 80
5040Y70R - GL80,N5040.840E,NC_1,5040Y70R_GL80,N|135|73|52,NCS S 5040-Y70R Glans 80,NCS S 5040-Y70R Glans 80,NCS S 5040-Y70R Glans 80,NCS S 5040-Y70R Kiiltoaste 80,NCS S 5040-Y70R Gloss 80,NCS S 5040-Y70R Polysk 80
5040Y90R - GL80,N5040.840F,NC_1,5040Y90R_GL80,N|135|56|50,NCS S 5040-Y90R Glans 80,NCS S 5040-Y90R Glans 80,NCS S 5040-Y90R Glans 80,NCS S 5040-Y90R Kiiltoaste 80,NCS S 5040-Y90R Gloss 80,NCS S 5040-Y90R Polysk 80
5040R90B - GL80,N5040.840M,NC_1,5040R90B_GL80,N|54|80|135,NCS S 5040-R90B Glans 80,NCS S 5040-R90B Glans 80,NCS S 5040-R90B Glans 80,NCS S 5040-R90B Kiiltoaste 80,NCS S 5040-R90B Gloss 80,NCS S 5040-R90B Polysk 80
5040R - GL80,N5040.840R,MT_1,5040R_GL80,N|135|47|52,NCS S 5040-R Glans 80,NCS S 5040-R Glans 80,NCS S 5040-R Glans 80,NCS S 5040-R Kiiltoaste 80,NCS S 5040-R Gloss 80,NCS S 5040-R Polysk 80
5040Y60R - GL80,N5040.840W,NC_1,5040Y60R_GL80,N|135|81|54,NCS S 5040-Y60R Glans 80,NCS S 5040-Y60R Glans 80,NCS S 5040-Y60R Glans 80,NCS S 5040-Y60R Kiiltoaste 80,NCS S 5040-Y60R Gloss 80,NCS S 5040-Y60R Polysk 80
5040R70B - GL80,N5040.840Z,NC_1,5040R70B_GL80,N|88|64|135,NCS S 5040-R70B Glans 80,NCS S 5040-R70B Glans 80,NCS S 5040-R70B Glans 80,NCS S 5040-R70B Kiiltoaste 80,NCS S 5040-R70B Gloss 80,NCS S 5040-R70B Polysk 80
Doesn't exist,N5050.8407,NC_1,5050B50G_GL80,N|53|135|132,NCS S 5050-B50G Glans 80,NCS S 5050-B50G Glans 80,NCS S 5050-B50G Glans 80,NCS S 5050-B50G Kiiltoaste 80,NCS S 5050-B50G Gloss 80,NCS S 5050-B50G Polysk 80
5500N - GL30,N5500.340N,NC_1,5500N_GL30,N|115|115|115,NCS S 5500-N Glans 30,NCS S 5500-N Glans 30,NCS S 5500-N Glans 30,NCS S 5500-N Kiiltoaste 30,NCS S 5500-N Gloss 30,NCS S 5500-N Polysk 30
5500N - GL80,N5500.840N,NC_1,5500N_GL80,N|115|115|115,NCS S 5500-N Glans 80,NCS S 5500-N Glans 80,NCS S 5500-N Glans 80,NCS S 5500-N Kiiltoaste 80,NCS S 5500-N Gloss 80,NCS S 5500-N Polysk 80
5502B - GL30,N5502.340B,NC_1,5502B_GL30,N|117|119|121,NCS S 5502-B Glans 30,NCS S 5502-B Glans 30,NCS S 5502-B Glans 30,NCS S 5502-B Kiiltoaste 30,NCS S 5502-B Gloss 30,NCS S 5502-B Polysk 30
5502G - GL30,N5502.340G,NC_1,5502G_GL30,N|116|121|118,NCS S 5502-G Glans 30,NCS S 5502-G Glans 30,NCS S 5502-G Glans 30,NCS S 5502-G Kiiltoaste 30,NCS S 5502-G Gloss 30,NCS S 5502-G Polysk 30
5502R - GL30,N5502.340R,NC_1,5502R_GL30,N|121|115|115,NCS S 5502-R Glans 30,NCS S 5502-R Glans 30,NCS S 5502-R Glans 30,NCS S 5502-R Kiiltoaste 30,NCS S 5502-R Gloss 30,NCS S 5502-R Polysk 30
5502Y - GL30,N5502.340Y,NC_1,5502Y_GL30,N|121|121|117,NCS S 5502-Y Glans 30,NCS S 5502-Y Glans 30,NCS S 5502-Y Glans 30,NCS S 5502-Y Kiiltoaste 30,NCS S 5502-Y Gloss 30,NCS S 5502-Y Polysk 30
5502B - GL80,N5502.840B,NC_1,5502B_GL80,N|117|119|121,NCS S 5502-B Glans 80,NCS S 5502-B Glans 80,NCS S 5502-B Glans 80,NCS S 5502-B Kiiltoaste 80,NCS S 5502-B Gloss 80,NCS S 5502-B Polysk 80
5502G - GL80,N5502.840G,NC_1,5502G_GL80,N|116|121|118,NCS S 5502-G Glans 80,NCS S 5502-G Glans 80,NCS S 5502-G Glans 80,NCS S 5502-G Kiiltoaste 80,NCS S 5502-G Gloss 80,NCS S 5502-G Polysk 80
5502R - GL80,N5502.840R,NC_1,5502R_GL80,N|121|115|115,NCS S 5502-R Glans 80,NCS S 5502-R Glans 80,NCS S 5502-R Glans 80,NCS S 5502-R Kiiltoaste 80,NCS S 5502-R Gloss 80,NCS S 5502-R Polysk 80
5502Y - GL80,N5502.840Y,NC_1,5502Y_GL80,N|121|121|117,NCS S 5502-Y Glans 80,NCS S 5502-Y Glans 80,NCS S 5502-Y Glans 80,NCS S 5502-Y Kiiltoaste 80,NCS S 5502-Y Gloss 80,NCS S 5502-Y Polysk 80
5540B50G - GL30,N5540.3407,NC_1,5540B50G_GL30,N|60|121|119,NCS S 5540-B50G Glans 30,NCS S 5540-B50G Glans 30,NCS S 5540-B50G Glans 30,NCS S 5540-B50G Kiiltoaste 30,NCS S 5540-B50G Gloss 30,NCS S 5540-B50G Polysk 30
5540B10G - GL30,N5540.340O,NC_1,5540B10G_GL30,N|0|71|95,NCS S 5540-B10G Glans 30,NCS S 5540-B10G Glans 30,NCS S 5540-B10G Glans 30,NCS S 5540-B10G Kiiltoaste 30,NCS S 5540-B10G Gloss 30,NCS S 5540-B10G Polysk 30
5540G10Y - GL30,N5540.340Q,NC_1,5540G10Y_GL30,N|68|121|70,NCS S 5540-G10Y Glans 30,NCS S 5540-G10Y Glans 30,NCS S 5540-G10Y Glans 30,NCS S 5540-G10Y Kiiltoaste 30,NCS S 5540-G10Y Gloss 30,NCS S 5540-G10Y Polysk 30
5540B90G - GL30,N5540.340S,NC_1,5540B90G_GL30,N|53|121|91,NCS S 5540-B90G Glans 30,NCS S 5540-B90G Glans 30,NCS S 5540-B90G Glans 30,NCS S 5540-B90G Kiiltoaste 30,NCS S 5540-B90G Gloss 30,NCS S 5540-B90G Polysk 30
5540R70B - GL30,N5540.340Z,NC_1,5540R70B_GL30,N|80|57|121,NCS S 5540-R70B Glans 30,NCS S 5540-R70B Glans 30,NCS S 5540-R70B Glans 30,NCS S 5540-R70B Kiiltoaste 30,NCS S 5540-R70B Gloss 30,NCS S 5540-R70B Polysk 30
5540B50G - GL80,N5540.8407,NC_1,5540B50G_GL80,N|60|121|119,NCS S 5540-B50G Glans 80,NCS S 5540-B50G Glans 80,NCS S 5540-B50G Glans 80,NCS S 5540-B50G Kiiltoaste 80,NCS S 5540-B50G Gloss 80,NCS S 5540-B50G Polysk 80
5540Y90R - GL80,N5540.840F,NC_1,5540Y90R_GL80,N|121|50|45,NCS S 5540-Y90R Glans 80,NCS S 5540-Y90R Glans 80,NCS S 5540-Y90R Glans 80,NCS S 5540-Y90R Kiiltoaste 80,NCS S 5540-Y90R Gloss 80,NCS S 5540-Y90R Polysk 80
5540R70B - GL80,N5540.840Z,NC_1,5540R70B_GL80,N|80|57|121,NCS S 5540-R70B Glans 80,NCS S 5540-R70B Glans 80,NCS S 5540-R70B Glans 80,NCS S 5540-R70B Kiiltoaste 80,NCS S 5540-R70B Gloss 80,NCS S 5540-R70B Polysk 80
6000N - GL30,N6000.340N,NC_1,6000N_GL30,N|102|102|102,NCS S 6000-N Glans 30,NCS S 6000-N Glans 30,NCS S 6000-N Glans 30,NCS S 6000-N Kiiltoaste 30,NCS S 6000-N Gloss 30,NCS S 6000-N Polysk 30
6000N - GL80,N6000.840N,NC_1,6000N_GL80,N|102|102|102,NCS S 6000-N Glans 80,NCS S 6000-N Glans 80,NCS S 6000-N Glans 80,NCS S 6000-N Kiiltoaste 80,NCS S 6000-N Gloss 80,NCS S 6000-N Polysk 80
6005B20G - GL30,N6005.3401,NC_1,6005B20G_GL30,N|99|106|108,NCS S 6005-B20G Glans 30,NCS S 6005-B20G Glans 30,NCS S 6005-B20G Glans 30,NCS S 6005-B20G Kiiltoaste 30,NCS S 6005-B20G Gloss 30,NCS S 6005-B20G Polysk 30
6005B80G - GL30,N6005.3406,NC_1,6005B80G_GL30,N|99|108|106,NCS S 6005-B80G Glans 30,NCS S 6005-B80G Glans 30,NCS S 6005-B80G Glans 30,NCS S 6005-B80G Kiiltoaste 30,NCS S 6005-B80G Gloss 30,NCS S 6005-B80G Polysk 30
6005R20B - GL30,N6005.3408,NC_1,6005R20B_GL30,N|108|95|98,NCS S 6005-R20B Glans 30,NCS S 6005-R20B Glans 30,NCS S 6005-R20B Glans 30,NCS S 6005-R20B Kiiltoaste 30,NCS S 6005-R20B Gloss 30,NCS S 6005-R20B Polysk 30
6005Y20R - GL30,N6005.340A,NC_1,6005Y20R_GL30,N|108|105|98,NCS S 6005-Y20R Glans 30,NCS S 6005-Y20R Glans 30,NCS S 6005-Y20R Glans 30,NCS S 6005-Y20R Kiiltoaste 30,NCS S 6005-Y20R Gloss 30,NCS S 6005-Y20R Polysk 30
6005Y80R - GL30,N6005.340C,NC_1,6005Y80R_GL30,N|108|97|95,NCS S 6005-Y80R Glans 30,NCS S 6005-Y80R Glans 30,NCS S 6005-Y80R Glans 30,NCS S 6005-Y80R Kiiltoaste 30,NCS S 6005-Y80R Gloss 30,NCS S 6005-Y80R Polysk 30
6005Y50R - GL30,N6005.340D,NC_1,6005Y50R_GL30,N|108|102|97,NCS S 6005-Y50R Glans 30,NCS S 6005-Y50R Glans 30,NCS S 6005-Y50R Glans 30,NCS S 6005-Y50R Kiiltoaste 30,NCS S 6005-Y50R Gloss 30,NCS S 6005-Y50R Polysk 30
6005G30Y - GL30,N6005.340H,NC_1,6005G30Y_GL30,N|103|108|99,NCS S 6005-G30Y Glans 30,NCS S 6005-G30Y Glans 30,NCS S 6005-G30Y Glans 30,NCS S 6005-G30Y Kiiltoaste 30,NCS S 6005-G30Y Gloss 30,NCS S 6005-G30Y Polysk 30
6005R80B - GL30,N6005.340I,NC_1,6005R80B_GL30,N|95|97|108,NCS S 6005-R80B Glans 30,NCS S 6005-R80B Glans 30,NCS S 6005-R80B Glans 30,NCS S 6005-R80B Kiiltoaste 30,NCS S 6005-R80B Gloss 30,NCS S 6005-R80B Polysk 30
6005G20Y - GL30,N6005.340T,NC_1,6005G20Y_GL30,N|102|108|99,NCS S 6005-G20Y Glans 30,NCS S 6005-G20Y Glans 30,NCS S 6005-G20Y Glans 30,NCS S 6005-G20Y Kiiltoaste 30,NCS S 6005-G20Y Gloss 30,NCS S 6005-G20Y Polysk 30
6005G50Y - GL30,N6005.340U,NC_1,6005G50Y_GL30,N|106|108|99,NCS S 6005-G50Y Glans 30,NCS S 6005-G50Y Glans 30,NCS S 6005-G50Y Glans 30,NCS S 6005-G50Y Kiiltoaste 30,NCS S 6005-G50Y Gloss 30,NCS S 6005-G50Y Polysk 30
6005G80Y - GL30,N6005.340V,NC_1,6005G80Y_GL30,N|108|107|100,NCS S 6005-G80Y Glans 30,NCS S 6005-G80Y Glans 30,NCS S 6005-G80Y Glans 30,NCS S 6005-G80Y Kiiltoaste 30,NCS S 6005-G80Y Gloss 30,NCS S 6005-G80Y Polysk 30
6005B20G - GL80,N6005.8401,NC_1,6005B20G_GL80,N|99|106|108,NCS S 6005-B20G Glans 80,NCS S 6005-B20G Glans 80,NCS S 6005-B20G Glans 80,NCS S 6005-B20G Kiiltoaste 80,NCS S 6005-B20G Gloss 80,NCS S 6005-B20G Polysk 80
6005R20B - GL80,N6005.8408,NC_1,6005R20B_GL80,N|108|95|98,NCS S 6005-R20B Glans 80,NCS S 6005-R20B Glans 80,NCS S 6005-R20B Glans 80,NCS S 6005-R20B Kiiltoaste 80,NCS S 6005-R20B Gloss 80,NCS S 6005-R20B Polysk 80
6005Y20R - GL80,N6005.840A,NC_1,6005Y20R_GL80,N|108|105|98,NCS S 6005-Y20R Glans 80,NCS S 6005-Y20R Glans 80,NCS S 6005-Y20R Glans 80,NCS S 6005-Y20R Kiiltoaste 80,NCS S 6005-Y20R Gloss 80,NCS S 6005-Y20R Polysk 80
6005Y50R - GL80,N6005.840D,NC_1,6005Y50R_GL80,N|108|102|97,NCS S 6005-Y50R Glans 80,NCS S 6005-Y50R Glans 80,NCS S 6005-Y50R Glans 80,NCS S 6005-Y50R Kiiltoaste 80,NCS S 6005-Y50R Gloss 80,NCS S 6005-Y50R Polysk 80
6005R80B - GL80,N6005.840I,NC_1,6005R80B_GL80,N|95|97|108,NCS S 6005-R80B Glans 80,NCS S 6005-R80B Glans 80,NCS S 6005-R80B Glans 80,NCS S 6005-R80B Kiiltoaste 80,NCS S 6005-R80B Gloss 80,NCS S 6005-R80B Polysk 80
6005G20Y - GL80,N6005.840T,NC_1,6005G20Y_GL80,N|102|108|99,NCS S 6005-G20Y Glans 80,NCS S 6005-G20Y Glans 80,NCS S 6005-G20Y Glans 80,NCS S 6005-G20Y Kiiltoaste 80,NCS S 6005-G20Y Gloss 80,NCS S 6005-G20Y Polysk 80
6005G50Y - GL80,N6005.840U,NC_1,6005G50Y_GL80,N|106|108|99,NCS S 6005-G50Y Glans 80,NCS S 6005-G50Y Glans 80,NCS S 6005-G50Y Glans 80,NCS S 6005-G50Y Kiiltoaste 80,NCS S 6005-G50Y Gloss 80,NCS S 6005-G50Y Polysk 80
6010B30G - GL30,N6010.3400,NC_1,6010B30G_GL30,N|92|106|108,NCS S 6010-B30G Glans 30,NCS S 6010-B30G Glans 30,NCS S 6010-B30G Glans 30,NCS S 6010-B30G Kiiltoaste 30,NCS S 6010-B30G Gloss 30,NCS S 6010-B30G Polysk 30
6010G90Y - GL30,N6010.3403,NC_1,6010G90Y_GL30,N|108|106|92,NCS S 6010-G90Y Glans 30,NCS S 6010-G90Y Glans 30,NCS S 6010-G90Y Glans 30,NCS S 6010-G90Y Kiiltoaste 30,NCS S 6010-G90Y Gloss 30,NCS S 6010-G90Y Polysk 30
6010B50G - GL30,N6010.3407,NC_1,6010B50G_GL30,N|92|108|107,NCS S 6010-B50G Glans 30,NCS S 6010-B50G Glans 30,NCS S 6010-B50G Glans 30,NCS S 6010-B50G Kiiltoaste 30,NCS S 6010-B50G Gloss 30,NCS S 6010-B50G Polysk 30
6010Y50R - GL30,N6010.340D,NC_1,6010Y50R_GL30,N|108|96|87,NCS S 6010-Y50R Glans 30,NCS S 6010-Y50R Glans 30,NCS S 6010-Y50R Glans 30,NCS S 6010-Y50R Kiiltoaste 30,NCS S 6010-Y50R Gloss 30,NCS S 6010-Y50R Polysk 30
6010Y70R - GL30,N6010.340E,NC_1,6010Y70R_GL30,N|108|91|85,NCS S 6010-Y70R Glans 30,NCS S 6010-Y70R Glans 30,NCS S 6010-Y70R Glans 30,NCS S 6010-Y70R Kiiltoaste 30,NCS S 6010-Y70R Gloss 30,NCS S 6010-Y70R Polysk 30
6010G30Y - GL30,N6010.340H,NC_1,6010G30Y_GL30,N|99|108|91,NCS S 6010-G30Y Glans 30,NCS S 6010-G30Y Glans 30,NCS S 6010-G30Y Glans 30,NCS S 6010-G30Y Kiiltoaste 30,NCS S 6010-G30Y Gloss 30,NCS S 6010-G30Y Polysk 30
6010G70Y - GL30,N6010.340K,NC_1,6010G70Y_GL30,N|107|108|92,NCS S 6010-G70Y Glans 30,NCS S 6010-G70Y Glans 30,NCS S 6010-G70Y Glans 30,NCS S 6010-G70Y Kiiltoaste 30,NCS S 6010-G70Y Gloss 30,NCS S 6010-G70Y Polysk 30
6010Y30R - GL30,N6010.340L,NC_1,6010Y30R_GL30,N|108|100|89,NCS S 6010-Y30R Glans 30,NCS S 6010-Y30R Glans 30,NCS S 6010-Y30R Glans 30,NCS S 6010-Y30R Kiiltoaste 30,NCS S 6010-Y30R Gloss 30,NCS S 6010-Y30R Polysk 30
